DateTime,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price,Date,Time
2014-03-11 23:58:00,632.1,632.1,632.1,632.1,0.12238754,77.361164034,632.1,2014-03-11,23:58:00
2014-03-12 23:59:00,634.95,634.95,634.95,634.95,0.49649,315.2463255,634.95,2014-03-12,23:59:00
2014-03-13 23:59:00,641.01,641.01,641.01,641.01,0.03175862,20.357593006,641.01,2014-03-13,23:59:00
2014-03-14 23:59:00,630.42,630.42,630.42,630.42,1.0,630.42,630.42,2014-03-14,23:59:00
2014-03-15 23:57:00,636.95,637.24,636.95,637.24,0.39426408,251.16044234,637.03607577,2014-03-15,23:57:00
2014-03-16 23:59:00,633.04,634.99,633.03,634.99,3.37154712,2140.1409429,634.76524773,2014-03-16,23:59:00
2014-03-17 23:59:00,622.31,622.31,621.11,621.11,10.65007009,6615.282034000001,621.14915471,2014-03-17,23:59:00
2014-03-18 23:59:00,615.5,615.5,612.0,612.0,0.467948,287.234226,613.81654799,2014-03-18,23:59:00
2014-03-19 23:52:00,611.19,611.2,611.19,611.2,0.27334,167.064028,611.19495134,2014-03-19,23:52:00
2014-03-20 23:59:00,585.6,587.99,585.6,587.98,7.54360774,4418.129253800001,585.67855144,2014-03-20,23:59:00
2014-03-21 23:57:00,570.0,570.0,570.0,570.0,4.035,2299.95,570.0,2014-03-21,23:57:00
2014-03-22 23:58:00,565.31,565.31,565.31,565.31,0.2743,155.064533,565.31,2014-03-22,23:58:00
2014-03-23 23:58:00,560.0,562.28,556.74,561.0,41.03264838,22941.775290999998,559.11027431,2014-03-23,23:58:00
2014-03-24 23:59:00,584.98,585.99,584.4,585.99,9.45870333,5538.5931643,585.55522582,2014-03-24,23:59:00
2014-03-25 23:59:00,583.77,583.77,583.77,583.77,6.254449299999999,3651.1598679,583.77,2014-03-25,23:59:00
2014-03-26 23:59:00,579.0,581.49,578.51,581.49,4.16598,2412.8475955,579.1788716,2014-03-26,23:59:00
2014-03-27 23:59:00,474.98,475.0,474.8,475.0,67.90948436,32253.124396,474.94285518,2014-03-27,23:59:00
2014-03-28 23:59:00,501.14,502.01,501.14,502.01,29.60039749,14853.051790000001,501.78555188,2014-03-28,23:59:00
2014-03-29 23:58:00,491.99,491.99,491.99,491.99,0.25,122.9975,491.99,2014-03-29,23:58:00
2014-03-30 23:58:00,460.0,460.0,460.0,460.0,0.163,74.98,460.0,2014-03-30,23:58:00
2014-03-31 23:59:00,456.0,456.0,454.83,454.83,18.031,8206.71136,455.14454883,2014-03-31,23:59:00
2014-04-01 23:59:00,479.46,479.46,478.98,478.98,0.23393806,112.0996334,479.18510311,2014-04-01,23:59:00
2014-04-02 23:59:00,438.99,439.0,438.57,439.0,0.49075237,215.34300854,438.80176991,2014-04-02,23:59:00
2014-04-03 23:58:00,449.9,451.03,449.85,451.03,86.59266,39016.59014,450.57618209,2014-04-03,23:58:00
2014-04-04 23:59:00,452.0,452.2,452.0,452.2,0.11257,50.89970771,452.16050199999995,2014-04-04,23:59:00
2014-04-05 23:59:00,463.5,464.8,461.61,464.8,55.80969759,25908.911187,464.23672418,2014-04-05,23:59:00
2014-04-06 23:59:00,460.0,460.0,456.27,456.27,20.0,9140.7376903,457.03688452,2014-04-06,23:59:00
2014-04-07 23:59:00,447.65,447.65,447.11,447.11,3.913215,1751.4806947999998,447.58100302,2014-04-07,23:59:00
2014-04-08 23:58:00,453.57,453.57,453.57,453.57,0.54874,248.8920018,453.57,2014-04-08,23:58:00
2014-04-09 23:59:00,441.69,441.69,441.69,441.69,0.5,220.845,441.69,2014-04-09,23:59:00
2014-04-10 23:59:00,361.25,364.93,361.24,363.12,14.01629152,5087.8889846,362.99822798,2014-04-10,23:59:00
2014-04-11 23:59:00,423.41,424.0,423.0,423.0,97.0,41077.298018,423.47729915,2014-04-11,23:59:00
2014-04-12 23:58:00,423.36,423.42,423.36,423.42,0.08535,36.134834999999995,423.37240773,2014-04-12,23:58:00
2014-04-13 23:59:00,416.3,418.2,416.3,416.3,26.29,10977.468916,417.55302077,2014-04-13,23:59:00
2014-04-14 23:57:00,458.5,458.5,458.5,458.5,9.0,4126.5,458.5,2014-04-14,23:57:00
2014-04-15 23:59:00,521.01,521.01,521.0,521.0,11.396189999999999,5937.41985,521.00042646,2014-04-15,23:59:00
2014-04-16 23:59:00,529.61,530.0,528.91,530.0,18.97757,10053.627983,529.76371489,2014-04-16,23:59:00
2014-04-17 23:59:00,499.0,500.09,498.21,500.09,9.83709128,4908.9386406,499.02339023,2014-04-17,23:59:00
2014-04-18 23:59:00,482.4,483.11,482.4,483.11,1.318398,636.20033418,482.55559716,2014-04-18,23:59:00
2014-04-19 23:57:00,505.14,505.59,503.8,503.8,5.01,2532.7419579999996,505.53731697,2014-04-19,23:57:00
2014-04-20 23:59:00,500.0,500.0,500.0,500.0,0.6,300.0,500.0,2014-04-20,23:59:00
2014-04-21 23:58:00,496.74,496.74,496.74,496.74,0.1,49.674,496.74,2014-04-21,23:58:00
2014-04-22 23:59:00,490.0,490.0,489.89,490.0,3.77367346,1849.0586754,489.98905046,2014-04-22,23:59:00
2014-04-23 23:55:00,492.0,492.0,492.0,492.0,1.14465446,563.16999432,492.0,2014-04-23,23:55:00
2014-04-24 23:59:00,502.2,502.2,502.2,502.2,0.05,25.11,502.2,2014-04-24,23:59:00
2014-04-25 23:59:00,466.51,469.29,466.51,466.52,9.38603209,4380.078499499999,466.65922911,2014-04-25,23:59:00
2014-04-26 23:59:00,459.73,459.73,459.0,459.0,1.0,459.30663,459.30663,2014-04-26,23:59:00
2014-04-27 23:59:00,431.73,434.5,429.95,430.0,106.60282223,45921.195985000006,430.76904555,2014-04-27,23:59:00
2014-04-28 23:58:00,442.8,442.9,442.8,442.9,3.02862,1341.2726281999999,442.86593505,2014-04-28,23:58:00
2014-04-29 23:57:00,448.0,448.0,448.0,448.0,0.14570028,65.27372544,448.0,2014-04-29,23:57:00
2014-04-30 23:57:00,449.22,449.22,448.85,448.85,0.5762096,258.73291896,449.02569995,2014-04-30,23:57:00
2014-05-01 23:59:00,460.97,460.97,460.97,460.97,1.19311452,549.99000028,460.97,2014-05-01,23:59:00
2014-05-02 23:57:00,454.5,454.5,454.5,454.5,0.1516,68.9022,454.5,2014-05-02,23:57:00
2014-05-03 23:59:00,439.85,439.85,439.0,439.0,0.60588302,266.20099635,439.36038403,2014-05-03,23:59:00
2014-05-04 23:59:00,434.02,438.04,434.0,438.04,31.14072309,13524.635525,434.30704822,2014-05-04,23:59:00
2014-05-05 23:56:00,433.0,433.0,433.0,433.0,3.3,1428.9,433.0,2014-05-05,23:56:00
2014-05-06 23:53:00,428.01,428.01,428.01,428.01,0.46,196.8846,428.01,2014-05-06,23:53:00
2014-05-07 23:58:00,440.0,440.0,440.0,440.0,10.0,4400.0,440.0,2014-05-07,23:58:00
2014-05-08 23:59:00,440.18,440.79,437.69,437.69,15.561515,6844.2737732,439.82052989,2014-05-08,23:59:00
2014-05-09 23:57:00,452.37,452.37,452.37,452.37,0.01,4.5237,452.37,2014-05-09,23:57:00
2014-05-10 23:59:00,455.39,457.87,455.39,455.39,1.57322708,720.07901996,457.70825402,2014-05-10,23:59:00
2014-05-11 23:59:00,440.0,440.0,440.0,440.0,4.83,2125.2,440.0,2014-05-11,23:59:00
2014-05-12 23:58:00,442.45,442.5,442.45,442.5,0.09274779,41.039387605,442.483725,2014-05-12,23:58:00
2014-05-13 23:59:00,439.12,439.12,439.12,439.12,0.68642077,301.42108852,439.12,2014-05-13,23:59:00
2014-05-14 23:58:00,446.0,446.0,446.0,446.0,0.09199122,41.02808412,446.0,2014-05-14,23:58:00
2014-05-15 23:58:00,446.53,446.53,446.0,446.0,2.09190973,933.10393868,446.05363477,2014-05-15,23:58:00
2014-05-16 23:58:00,447.26,447.31,447.26,447.31,3.36248128,1504.000002,447.28873614,2014-05-16,23:58:00
2014-05-17 23:58:00,450.5,450.5,449.06,449.06,0.26250163,118.01017845,449.55979303,2014-05-17,23:58:00
2014-05-18 23:58:00,446.91,446.91,446.91,446.91,0.09183651,41.042654684,446.91,2014-05-18,23:58:00
2014-05-19 23:58:00,448.34,448.34,448.34,448.34,0.09153066,41.036856104,448.34,2014-05-19,23:58:00
2014-05-20 23:59:00,489.0,489.0,488.12,489.0,3.9806,1946.4952719999999,488.99544591,2014-05-20,23:59:00
2014-05-21 23:59:00,493.98,493.98,493.98,493.98,0.02,9.8796,493.98,2014-05-21,23:59:00
2014-05-22 23:59:00,528.28,529.99,528.0,529.99,19.49690791,10314.258125,529.02020014,2014-05-22,23:59:00
2014-05-23 23:59:00,522.82,523.77,522.82,523.77,40.0,20947.787763,523.69469407,2014-05-23,23:59:00
2014-05-24 23:59:00,528.44,528.44,528.44,528.44,0.71844172,379.65334252,528.44,2014-05-24,23:59:00
2014-05-25 23:58:00,573.9,573.9,573.9,573.9,0.07192374,41.277034386,573.9,2014-05-25,23:58:00
2014-05-26 23:59:00,582.35,582.35,581.88,581.88,40.0,23275.879506999998,581.89698768,2014-05-26,23:59:00
2014-05-27 23:59:00,572.7,572.7,572.7,572.7,0.12203582,69.88991411399999,572.7,2014-05-27,23:59:00
2014-05-28 23:59:00,580.0,580.66,580.0,580.66,0.42058268,244.02805599,580.21423039,2014-05-28,23:59:00
2014-05-29 23:58:00,572.37,572.37,572.37,572.37,0.07229965,41.382150671,572.37,2014-05-29,23:58:00
2014-05-30 23:59:00,621.0,621.0,621.0,621.0,1.0,621.0,621.0,2014-05-30,23:59:00
2014-05-31 23:58:00,626.84,627.8,626.84,627.8,0.06568222,41.227505588,627.68136625,2014-05-31,23:58:00
2014-06-01 23:59:00,630.99,630.99,630.99,630.99,0.295,186.14205,630.99,2014-06-01,23:59:00
2014-06-02 23:59:00,662.0,662.0,661.2,661.22,13.76821204,9104.1523032,661.24434144,2014-06-02,23:59:00
2014-06-03 23:59:00,670.0,670.14,668.9,670.14,6.68640191,4474.0735649,669.13021758,2014-06-03,23:59:00
2014-06-04 23:59:00,642.01,642.94,640.59,640.59,13.5963508,8714.204964499999,640.92233958,2014-06-04,23:59:00
2014-06-05 23:53:00,661.48,661.48,661.48,661.48,0.19578900000000002,129.51050772,661.48,2014-06-05,23:53:00
2014-06-06 23:59:00,648.06,648.06,647.16,647.16,4.39840955,2847.4281426,647.37676431,2014-06-06,23:59:00
2014-06-07 23:59:00,657.13,657.13,657.13,657.13,1.6926668999999999,1112.3022,657.13,2014-06-07,23:59:00
2014-06-08 23:58:00,658.0,658.0,658.0,658.0,1.03,677.74,658.0,2014-06-08,23:58:00
2014-06-09 23:59:00,648.64,648.83,648.64,648.83,3.82,2478.504963,648.82328874,2014-06-09,23:59:00
2014-06-10 23:56:00,648.55,648.55,648.55,648.55,0.37690001,244.43850149,648.55,2014-06-10,23:56:00
2014-06-11 23:59:00,621.2,623.89,620.5,620.5,42.18835,26196.321718,620.9373373999999,2014-06-11,23:59:00
2014-06-12 23:59:00,573.0,573.0,569.1,569.1,0.16219959,92.463786669,570.06177802,2014-06-12,23:59:00
2014-06-13 23:59:00,592.0,592.0,592.0,592.0,36.4403547,21572.689982,592.0,2014-06-13,23:59:00
2014-06-14 23:59:00,566.58,566.58,566.58,566.58,1.64818,933.8258243999999,566.58,2014-06-14,23:59:00
2014-06-15 23:59:00,590.0,592.0,588.55,588.55,19.32431759,11426.064299,591.27905791,2014-06-15,23:59:00
2014-06-16 23:59:00,586.91,586.91,586.91,586.91,1.5418399999999999,904.9213143999999,586.91,2014-06-16,23:59:00
2014-06-17 23:59:00,606.48,606.48,606.48,606.48,1.0679165000000002,647.66999892,606.48,2014-06-17,23:59:00
2014-06-18 23:55:00,607.0,607.0,607.0,607.0,1.33719099,811.67493093,607.0,2014-06-18,23:55:00
2014-06-19 23:59:00,593.43,593.43,593.4,593.4,0.1013259,60.128004955,593.41199984,2014-06-19,23:59:00
2014-06-20 23:59:00,588.2,588.2,588.02,588.02,3.0,1764.3287344,588.10957814,2014-06-20,23:59:00
2014-06-21 23:59:00,591.29,591.29,591.29,591.29,0.02,11.8258,591.29,2014-06-21,23:59:00
2014-06-22 23:58:00,600.34,600.34,600.34,600.34,0.0304593,18.285936162,600.34,2014-06-22,23:58:00
2014-06-23 23:59:00,588.22,588.22,588.22,588.22,0.02598855,15.286984880999999,588.22,2014-06-23,23:59:00
2014-06-24 23:59:00,572.96,572.96,572.62,572.62,1.90119669,1088.7281886,572.65415743,2014-06-24,23:59:00
2014-06-25 23:59:00,560.5,560.5,560.4,560.4,0.03838077,21.511421585,560.47394529,2014-06-25,23:59:00
2014-06-26 23:59:00,578.0,579.99,578.0,579.99,1.6480000000000001,953.78775,578.75470267,2014-06-26,23:59:00
2014-06-27 23:59:00,599.99,599.99,599.99,599.99,0.17141810000000002,102.84914582,599.99,2014-06-27,23:59:00
2014-06-28 23:59:00,589.8,589.8,589.56,589.56,10.0,5896.1958906,589.61958906,2014-06-28,23:59:00
2014-06-29 23:53:00,599.89,599.89,599.89,599.89,0.11619283,69.702916789,599.89,2014-06-29,23:53:00
2014-06-30 23:59:00,639.0,641.11,639.0,641.11,12.8822,8247.578525,640.23059144,2014-06-30,23:59:00
2014-07-01 23:59:00,638.2,638.25,638.05,638.25,6.45486284,4119.2552845,638.16310068,2014-07-01,23:59:00
2014-07-02 23:59:00,650.49,650.5,649.73,650.5,35.836999999999996,23311.831062999998,650.49616493,2014-07-02,23:59:00
2014-07-03 23:59:00,645.99,645.99,645.99,645.99,0.01,6.4599,645.99,2014-07-03,23:59:00
2014-07-04 23:59:00,628.86,629.0,628.86,629.0,0.64282193,404.31049397,628.9618868,2014-07-04,23:59:00
2014-07-05 23:59:00,630.62,630.62,630.0,630.0,3.98,2507.51408,630.02866332,2014-07-05,23:59:00
2014-07-06 23:56:00,632.01,632.01,630.57,630.57,0.46200339,291.44015786,630.81822378,2014-07-06,23:56:00
2014-07-07 23:59:00,622.09,622.09,622.09,622.09,0.63506567,395.06800265,622.09,2014-07-07,23:59:00
2014-07-08 23:59:00,623.98,623.98,623.98,623.98,0.2,124.796,623.98,2014-07-08,23:59:00
2014-07-09 23:58:00,621.97,621.97,621.97,621.97,0.04760992,29.611941941999998,621.97,2014-07-09,23:58:00
2014-07-10 23:59:00,616.8,616.87,616.8,616.87,1.13844792,702.21564779,616.81842046,2014-07-10,23:59:00
2014-07-11 23:59:00,634.0,635.0,634.0,635.0,48.32,30681.901608999997,634.97312933,2014-07-11,23:59:00
2014-07-12 23:59:00,637.93,638.1,637.93,638.1,7.55,4817.3698837,638.06223625,2014-07-12,23:59:00
2014-07-13 23:59:00,630.5,630.88,630.5,630.88,7.42214164,4681.404172,630.73495482,2014-07-13,23:59:00
2014-07-14 23:59:00,618.7,621.17,618.32,621.17,14.50578401,8969.8309912,618.36237083,2014-07-14,23:59:00
2014-07-15 23:58:00,622.9,622.9,622.9,622.9,0.29686,184.914094,622.9,2014-07-15,23:58:00
2014-07-16 23:59:00,616.87,617.47,614.0,616.86,27.97869307,17238.894906999998,616.14367991,2014-07-16,23:59:00
2014-07-17 23:59:00,623.1,623.1,622.2,622.2,25.88132821,16121.916859,622.91690475,2014-07-17,23:59:00
2014-07-18 23:59:00,631.83,632.6,631.83,632.6,16.0,10109.76823,631.86051436,2014-07-18,23:59:00
2014-07-19 23:59:00,628.63,628.63,628.63,628.63,0.13690549,86.062898179,628.63,2014-07-19,23:59:00
2014-07-20 23:59:00,626.91,627.0,626.91,627.0,1.39126918,872.21868586,626.92302712,2014-07-20,23:59:00
2014-07-21 23:59:00,622.22,622.73,622.22,622.73,16.0,9956.2231258,622.26394536,2014-07-21,23:59:00
2014-07-22 23:59:00,619.27,619.27,618.26,618.26,15.77791491,9757.7916723,618.44620965,2014-07-22,23:59:00
2014-07-23 23:59:00,620.44,621.0,620.44,621.0,22.61157322,14036.263797,620.75573692,2014-07-23,23:59:00
2014-07-24 23:59:00,603.97,603.99,601.66,601.66,17.04189994,10290.631206,603.84295423,2014-07-24,23:59:00
2014-07-25 23:59:00,602.9,602.93,602.9,602.93,3.36451977,2028.4819912,602.90387035,2014-07-25,23:59:00
2014-07-26 23:59:00,595.9,596.24,595.9,596.23,9.91370837,5910.4046627,596.1850442000001,2014-07-26,23:59:00
2014-07-27 23:59:00,591.79,591.79,590.3,590.3,13.30374104,7863.293791399999,591.05884335,2014-07-27,23:59:00
2014-07-28 23:59:00,587.72,587.72,586.53,586.53,24.55363023,14413.216738,587.00960319,2014-07-28,23:59:00
2014-07-29 23:59:00,585.35,585.95,585.35,585.95,6.13958377,3594.7518141,585.5041561,2014-07-29,23:59:00
2014-07-30 23:59:00,563.35,563.84,563.35,563.84,9.79422641,5518.1847596,563.4120071000001,2014-07-30,23:59:00
2014-07-31 23:59:00,582.1,582.1,582.03,582.04,16.75819689,9753.8509179,582.03462949,2014-07-31,23:59:00
2014-08-01 23:54:00,598.2,598.2,598.2,598.2,0.33266466,198.99999961,598.2,2014-08-01,23:54:00
2014-08-02 23:59:00,589.59,589.59,589.59,589.59,0.87166127,513.92276818,589.59,2014-08-02,23:59:00
2014-08-03 23:59:00,586.88,588.91,586.88,588.91,15.5950024,9163.1458547,587.56937766,2014-08-03,23:59:00
2014-08-04 23:59:00,588.36,588.5,588.36,588.5,1.62821538,958.19930667,588.49665618,2014-08-04,23:59:00
2014-08-05 23:59:00,580.21,581.76,580.21,581.76,8.02276677,4654.9557961,580.21826255,2014-08-05,23:59:00
2014-08-06 23:59:00,581.17,581.17,581.16,581.16,0.15736644,91.455499895,581.16266654,2014-08-06,23:59:00
2014-08-07 23:59:00,584.81,585.84,583.93,585.84,8.65708917,5055.5885563,583.9824977000001,2014-08-07,23:59:00
2014-08-08 23:59:00,588.7,588.7,588.02,588.02,10.96687315,6448.7475497000005,588.02062005,2014-08-08,23:59:00
2014-08-09 23:59:00,587.97,587.97,587.97,587.97,1.12364857,660.6716497,587.97,2014-08-09,23:59:00
2014-08-10 23:59:00,590.96,590.96,590.96,590.96,7.28932042,4307.696795399999,590.96,2014-08-10,23:59:00
2014-08-11 23:59:00,573.97,573.98,573.97,573.98,1.32212407,758.8595937000001,573.97003119,2014-08-11,23:59:00
2014-08-12 23:59:00,567.08,567.08,566.69,566.69,9.53239881,5402.6353088,566.76555571,2014-08-12,23:59:00
2014-08-13 23:59:00,549.85,549.99,548.81,548.81,8.50476014,4677.3666894,549.97044154,2014-08-13,23:59:00
2014-08-14 23:59:00,508.7,508.96,507.99,507.99,15.17007632,7708.0586155,508.10941573,2014-08-14,23:59:00
2014-08-15 23:59:00,500.21,502.24,500.21,500.25,9.85790343,4931.2217751,500.23027818,2014-08-15,23:59:00
2014-08-16 23:59:00,521.97,521.97,521.97,521.97,7.93,4139.2221,521.97,2014-08-16,23:59:00
2014-08-17 23:59:00,497.65,497.65,496.86,496.86,0.99370486,493.89934225,497.02820439,2014-08-17,23:59:00
2014-08-18 23:59:00,472.52,475.22,472.0,475.22,20.93014525,9904.081897700002,473.19699789,2014-08-18,23:59:00
2014-08-19 23:59:00,491.52,491.98,491.52,491.98,15.01885559,7386.9518132,491.84518547,2014-08-19,23:59:00
2014-08-20 23:59:00,517.79,517.8,516.06,516.39,4.64641395,2399.9122005,516.50847866,2014-08-20,23:59:00
2014-08-21 23:59:00,520.8,520.85,519.28,519.28,1.7252189999999998,897.78139615,520.38691676,2014-08-21,23:59:00
2014-08-22 23:59:00,513.14,514.65,513.08,514.65,11.98614593,6150.5618881,513.13924626,2014-08-22,23:59:00
2014-08-23 23:59:00,496.77,497.0,496.77,497.0,3.39271384,1685.5385684999999,496.81129856,2014-08-23,23:59:00
2014-08-24 23:59:00,507.85,507.85,507.85,507.85,0.05,25.3925,507.85,2014-08-24,23:59:00
2014-08-25 23:59:00,503.77,503.82,503.77,503.82,8.0,4030.4943245,503.81179056,2014-08-25,23:59:00
2014-08-26 23:59:00,513.92,514.42,512.18,512.18,10.96123323,5633.5986325,513.95664286,2014-08-26,23:59:00
2014-08-27 23:59:00,511.87,511.87,511.87,511.87,0.44145,225.96501150000003,511.87,2014-08-27,23:59:00
2014-08-28 23:59:00,506.01,506.01,506.0,506.0,9.26926974,4690.2662384,506.00169916,2014-08-28,23:59:00
2014-08-29 23:59:00,509.26,509.3,507.95,509.3,6.05638518,3077.2957336,508.10766524,2014-08-29,23:59:00
2014-08-30 23:59:00,501.0,501.0,500.85,500.85,6.7404595,3376.9041702,500.99020256,2014-08-30,23:59:00
2014-08-31 23:59:00,478.91,479.04,478.91,479.04,11.15435959,5342.6731279,478.97623210000006,2014-08-31,23:59:00
2014-09-01 23:59:00,474.55,474.55,474.54,474.54,19.57,9286.7487442,474.54004825,2014-09-01,23:59:00
2014-09-02 23:59:00,473.52,474.5,473.52,474.5,3.36098,1594.0883199999998,474.29271224,2014-09-02,23:59:00
2014-09-03 23:59:00,474.35,474.89,474.35,474.89,4.0,1898.8838545,474.72096364,2014-09-03,23:59:00
2014-09-04 23:59:00,488.8,488.8,487.43,487.43,7.6823697,3745.3517704000005,487.52558346,2014-09-04,23:59:00
2014-09-05 23:59:00,477.64,477.65,477.64,477.65,7.26258847,3468.9743826999998,477.64986231,2014-09-05,23:59:00
2014-09-06 23:59:00,479.78,480.0,479.78,479.78,2.77938352,1333.6973495999998,479.8536581999999,2014-09-06,23:59:00
2014-09-07 23:59:00,476.37,476.37,475.43,475.43,7.31453647,3481.5184891999997,475.97253818,2014-09-07,23:59:00
2014-09-08 23:59:00,468.21,468.33,468.21,468.33,5.97397599,2797.3999266,468.26434042,2014-09-08,23:59:00
2014-09-09 23:59:00,473.38,474.5,473.2,473.2,5.23097165,2475.9242638,473.32014575,2014-09-09,23:59:00
2014-09-10 23:59:00,477.8,477.8,476.57,476.57,6.43148842,3067.5272621,476.95448732,2014-09-10,23:59:00
2014-09-11 23:58:00,477.25,477.25,475.9,475.9,12.9,6152.1997257,476.91470742,2014-09-11,23:58:00
2014-09-12 23:59:00,474.42,474.62,474.42,474.62,10.32540923,4900.3046077,474.58696295,2014-09-12,23:59:00
2014-09-13 23:59:00,477.87,477.98,477.87,477.98,5.76633012,2756.0599309,477.95736171,2014-09-13,23:59:00
2014-09-14 23:59:00,474.37,475.49,474.13,475.49,5.94322367,2821.1092453,474.67660682,2014-09-14,23:59:00
2014-09-15 23:59:00,469.5,469.5,467.76,469.47,10.64254723,4982.9917334,468.21419964,2014-09-15,23:59:00
2014-09-16 23:59:00,463.29,463.29,462.02,462.02,9.46360805,4377.4734513,462.55861698,2014-09-16,23:59:00
2014-09-17 23:59:00,452.1,452.1,452.09,452.09,5.0,2260.46422,452.092844,2014-09-17,23:59:00
2014-09-18 23:59:00,426.65,426.68,425.0,425.0,9.25780209,3945.0853104000003,426.13627641,2014-09-18,23:59:00
2014-09-19 23:59:00,395.85,395.86,395.85,395.86,6.91487994,2737.3209931999995,395.85951123,2014-09-19,23:59:00
2014-09-20 23:59:00,409.99,409.99,408.76,408.76,11.44392808,4686.2366666,409.4954664,2014-09-20,23:59:00
2014-09-21 23:59:00,399.75,399.75,399.55,399.55,8.52656752,3408.0606688000003,399.69901849,2014-09-21,23:59:00
2014-09-22 23:59:00,399.76,400.07,399.0,400.07,6.42397796,2564.017273,399.13232719,2014-09-22,23:59:00
2014-09-23 23:59:00,438.97,438.97,438.97,438.97,0.02023361,8.8819477817,438.97,2014-09-23,23:59:00
2014-09-24 23:59:00,423.57,423.68,423.57,423.68,0.92220374,390.63266055,423.58607281,2014-09-24,23:59:00
2014-09-25 23:59:00,408.91,408.91,408.6,408.76,7.67671726,3137.7150231,408.73135181,2014-09-25,23:59:00
2014-09-26 23:59:00,404.63,404.63,403.57,403.57,15.88709044,6420.0145218,404.10259802,2014-09-26,23:59:00
2014-09-27 23:59:00,400.31,401.77,399.06,401.77,27.566987,11038.909711,400.43947169999996,2014-09-27,23:59:00
2014-09-28 23:59:00,375.35,375.35,375.21,375.35,34.4852064,12943.763762,375.34250519,2014-09-28,23:59:00
2014-09-29 23:59:00,373.9,374.2,373.9,374.2,51.16877264,19141.985639,374.09507110000004,2014-09-29,23:59:00
2014-09-30 23:59:00,389.51,391.09,389.51,391.09,3.193,1248.38703,390.97620733,2014-09-30,23:59:00
2014-10-01 23:59:00,384.67,384.86,384.65,384.86,8.82040688,3392.9839331999997,384.67431031,2014-10-01,23:59:00
2014-10-02 23:59:00,374.62,374.68,374.62,374.68,0.452,169.3418,374.65,2014-10-02,23:59:00
2014-10-03 23:59:00,358.74,358.74,358.74,358.74,0.013880000000000002,4.9793112,358.74,2014-10-03,23:59:00
2014-10-04 23:59:00,326.21,326.21,326.21,326.21,1.9,619.799,326.21,2014-10-04,23:59:00
2014-10-05 23:59:00,322.55,323.52,322.3,323.52,17.06982097,5508.7859802,322.72078248,2014-10-05,23:59:00
2014-10-06 23:59:00,328.59,328.59,328.59,328.59,1.75873325,577.90215862,328.59,2014-10-06,23:59:00
2014-10-07 23:59:00,334.73,334.8,333.9,334.8,19.003249800000003,6358.7543711,334.61404960000004,2014-10-07,23:59:00
2014-10-08 23:59:00,355.71,355.73,355.23,355.73,6.72010442,2389.0030699999998,355.50088521,2014-10-08,23:59:00
2014-10-09 23:59:00,364.03,364.83,364.01,364.01,2.51519527,917.32351035,364.71264132,2014-10-09,23:59:00
2014-10-10 23:59:00,360.91,360.91,360.89,360.89,0.9,324.809,360.89888889,2014-10-10,23:59:00
2014-10-11 23:59:00,362.62,362.62,362.0,362.0,5.40983896,1960.4358884,362.38340973,2014-10-11,23:59:00
2014-10-12 23:59:00,378.11,378.11,378.11,378.11,1.8359999999999999,694.2099599999999,378.11,2014-10-12,23:59:00
2014-10-13 23:59:00,392.6,392.6,392.03,392.6,8.797382800000001,3453.2199681,392.52810144,2014-10-13,23:59:00
2014-10-14 23:59:00,402.09,403.38,402.01,403.38,3.27693821,1318.0639463,402.22422939999996,2014-10-14,23:59:00
2014-10-15 23:59:00,393.58,394.52,393.35,394.52,4.86938428,1916.7091879999998,393.62454835,2014-10-15,23:59:00
2014-10-16 23:59:00,383.0,383.95,383.0,383.95,4.1483,1590.5733324999999,383.42774932,2014-10-16,23:59:00
2014-10-17 23:59:00,382.59,383.65,382.59,383.65,2.64495387,1013.6097876,383.2239946,2014-10-17,23:59:00
2014-10-18 23:59:00,390.67,390.67,390.58,390.58,6.41509368,2505.8493242,390.61772894,2014-10-18,23:59:00
2014-10-19 23:59:00,387.58,387.58,387.53,387.53,1.91229822,741.09608194,387.54210728,2014-10-19,23:59:00
2014-10-20 23:59:00,381.19,381.21,381.19,381.21,2.23862048,853.34898873,381.19413110000005,2014-10-20,23:59:00
2014-10-21 23:59:00,385.79,385.81,385.79,385.81,1.44613428,557.91470657,385.79730408,2014-10-21,23:59:00
2014-10-22 23:59:00,382.04,382.04,382.04,382.04,12.0,4584.48,382.04,2014-10-22,23:59:00
2014-10-23 23:59:00,356.55,357.18,356.55,357.18,9.74624423,3476.9955502,356.75235179,2014-10-23,23:59:00
2014-10-24 23:58:00,358.86,358.86,358.86,358.86,1.06808512,383.29302616,358.86,2014-10-24,23:58:00
2014-10-25 23:59:00,347.78,348.69,347.74,348.69,0.100751,35.063772071,348.02406002,2014-10-25,23:59:00
2014-10-26 23:59:00,355.18,355.18,355.18,355.18,5.44768349,1934.9082219999998,355.18,2014-10-26,23:59:00
2014-10-27 23:58:00,351.03,351.03,350.0,350.0,26.71929165,9358.0333608,350.23508419999996,2014-10-27,23:58:00
2014-10-28 23:59:00,355.8,356.96,355.8,356.96,27.43625449,9771.879084299999,356.16665853,2014-10-28,23:59:00
2014-10-29 23:59:00,335.33,335.7,335.33,335.7,5.3762887,1804.6609812,335.67040052,2014-10-29,23:59:00
