DateTime,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price,Weighted_Price_boxcox,Weighted_Price_boxcox_diff,Weighted_Price_boxcox_diff2,model
2011-12-31,4.58,4.58,4.58,4.58,9.0,41.22,4.58,1.697653411585256,,,1.0
2012-01-31,6.2287096774193556,6.235161290322582,6.2287096774193556,6.235161290322582,6.236179360645162,36.81938027896129,6.231063613264517,2.0877602239495165,,,4.58000031477739
2012-02-29,5.236551724137931,5.236551724137931,5.2362068965517246,5.2362068965517246,6.91227410310345,36.34671807372415,5.236334909017242,1.865278138925166,,,6.231063794518911
2012-03-31,4.968709677419355,4.969677419354839,4.958709677419356,4.959354838709678,11.214101609354838,55.5787880423387,4.964991716219355,1.7982975467656142,,,5.236334821393259
2012-04-30,4.992,4.993666666666666,4.990333333333333,4.991999999999999,22.870192530333327,113.00951613988668,4.9919668495766665,1.8050951372626993,,,4.964991690916099
2012-05-31,5.039677419354837,5.04032258064516,5.039354838709676,5.039677419354837,16.18571195516129,81.85244871096774,5.039861051487096,1.8170868825129876,,,4.9919668521615925
2012-06-30,5.9896666666666665,5.9896666666666665,5.989333333333334,5.989333333333334,18.14696515533333,108.22449325363664,5.989346343863334,2.036668249969208,,,5.039861056085375
2012-07-31,7.859677419354839,7.860967741935483,7.859354838709676,7.860645161290322,17.177062216774196,134.67108619556777,7.860755879741935,2.3936188280650037,,,5.9893464420418905
2012-08-31,10.877096774193546,10.878709677419353,10.874838709677418,10.876451612903224,15.030344947741936,159.32980167866128,10.876734485054838,2.8383054990549925,,,7.860756081973012
2012-09-30,11.485666666666667,11.488666666666665,11.485666666666667,11.488666666666665,15.320049459666665,174.84528024191,11.487027503599998,2.9150851146035195,,,10.876734818599923
2012-10-31,11.637096774193548,11.63774193548387,11.637096774193548,11.63774193548387,12.709064498709681,149.70433028112907,11.637619852967742,2.9334907952964766,,,11.487027563419899
2012-11-30,11.378000000000002,11.384666666666668,11.378000000000002,11.384666666666668,12.249260165333332,136.30613218704667,11.378977661600002,2.901750960352072,,,11.637619494571396
2012-12-31,13.181290322580645,13.186129032258066,13.180967741935484,13.185483870967744,34.01984587193548,448.8627195967743,13.184537881580647,3.11158215537609,1.413928743790834,,21.910342244758144
2013-01-31,15.439032258064518,15.439032258064518,15.439032258064518,15.439032258064518,14.042741468064522,221.30939564393546,15.439032258064518,3.341383587131737,1.2536233631822205,-0.16030538060861366,17.525595131137983
2013-02-28,26.029642857142854,26.03321428571428,26.025357142857136,26.028928571428565,24.146839628571424,581.6239740068572,26.02827964389285,4.139304304958234,2.274026166033068,1.0204028028508474,12.624324533803117
2013-03-31,57.731612903225816,57.734193548387104,57.68354838709678,57.692903225806454,12.214271591612903,623.4530524938193,57.70532289035484,5.474777167151926,3.6764796203863117,1.4024534543532439,31.30946472174462
2013-04-30,127.48800000000001,127.71133333333334,127.424,127.69466666666669,8.693372393999999,995.6234388662764,127.51316358169998,6.96270474828815,5.157609611025451,1.4811299906391389,70.67537576109142
2013-05-31,117.69806451612901,117.71548387096772,117.5358064516129,117.56129032258063,4.980670837096775,581.4243937582579,117.60409021522578,6.803144903380027,4.9860580208670395,-0.17155159015841104,155.61867568154992
2013-06-30,104.94233333333335,105.02233333333332,104.84933333333335,104.94633333333333,2.9982702816666675,317.8392394456801,104.92091413226665,6.581137534657763,4.544469284688555,-0.4415887361784847,122.69135206038098
2013-07-31,85.85096774193548,85.8874193548387,85.77935483870968,85.80709677419355,8.071429976451615,685.9846892296162,85.84019613074193,6.199230416496359,3.8056115884313555,-0.7388576962571993,124.09560337710097
2013-08-31,103.72387096774192,103.73806451612901,103.70193548387095,103.71838709677418,14.369670833870964,1653.3387876283516,103.71444167964516,6.558836700243044,3.720531201188052,-0.08508038724330369,99.61526659925504
2013-09-30,124.67266666666667,124.73866666666665,124.62966666666667,124.72499999999998,4.6806294526666665,581.3317591948,124.683004381,6.918250902594578,4.003165787991058,0.28263458680300646,110.07645760414596
2013-10-31,154.22387096774193,154.34451612903226,154.0832258064516,154.14096774193547,49.638246484516145,7467.441203285129,154.22460894645164,7.345101092634301,4.411610297337824,0.4084445093467659,131.3782516112022
2013-11-30,546.2083333333334,546.7556666666666,545.747,546.1106666666666,24.056620736000003,10006.068445197332,546.1450994986666,10.166257521506749,7.264506561154677,2.852896263816853,159.68635201589
2013-12-31,790.2616129032257,791.6570967741933,788.6145161290324,790.011935483871,9.58819635903226,7407.477427447678,789.6819019987097,11.088449013821212,7.9768668584451214,0.7123602972904441,928.5657127896612
2014-01-31,818.8093548387094,819.3374193548386,818.6096774193547,819.1158064516129,5.120885442580645,4174.043761097709,818.990596510645,11.182223217288302,7.840839630156564,-0.1360272282885573,891.7475673354139
2014-02-28,659.6714285714286,659.987142857143,658.7399999999999,659.3896428571428,8.274739423928567,5674.508924728465,659.3551136410714,10.631365444848235,6.492061139890001,-1.3487784902665627,913.7463581458538
2014-03-31,593.861935483871,594.5203225806451,593.3841935483873,594.2109677419355,10.253918868064513,5833.93973572258,593.8130188164516,10.371337308644701,4.896560141492776,-1.5955009983972257,798.7407144776777
2014-04-30,462.8556666666666,463.4276666666667,462.4103333333333,462.77333333333337,16.251339198000007,7241.763054658335,462.87250534300006,9.767885052217855,2.8051803039297045,-2.091379837563071,756.6153111941638
2014-05-31,488.2929032258065,488.66354838709674,488.06838709677425,488.3774193548387,5.856966323870967,2938.1622669426456,488.3772590174194,9.896026338811598,3.092881435431571,0.2877011315018665,378.1020610120378
2014-06-30,612.3883333333334,612.7233333333334,612.0163333333334,612.2013333333333,5.983508057333334,3693.4779450173673,612.2626562949998,10.446930573274132,3.865793038616369,0.7729116031847978,537.0888211061795
2014-07-31,617.9803225806451,618.248064516129,617.5548387096773,617.9364516129032,11.42418670387097,7057.415463795192,617.8787186219354,10.46955274800643,4.270322331510071,0.4045292928937023,645.7940133673964
2014-08-31,536.819677419355,537.2348387096774,536.4474193548388,536.8674193548387,7.042846021290324,3709.421442056612,536.6989149516129,10.123802518114433,3.5649658178713883,-0.7053565136386828,743.0757464935609
2014-09-30,443.34499999999997,443.61899999999997,442.8469999999999,443.21733333333333,10.437825973333332,4435.724282821057,443.2220505656667,9.664953424569523,2.746702521974945,-0.8182632958964433,532.4841231215624
2014-10-31,363.7761290322581,364.0887096774194,363.6358064516129,364.00354838709677,6.635781553548387,2371.4475040968064,363.83874735129035,9.204549775845527,1.8594486832112258,-0.8872538387637192,461.5393356446959
2014-11-30,365.9943333333332,366.2993333333333,365.9919999999999,366.2566666666666,6.274184162333332,2452.7058406616475,366.0854806826666,9.218717642746803,-0.9475398787599456,-2.8069885619711714,613.5079305276267
2014-12-31,341.8958064516128,342.0606451612902,341.6735483870967,341.8632258064517,9.864058223225808,3384.621100756645,341.79012465999995,9.06137367060811,-2.0270753432131023,-1.0795354644531567,402.327988566641
2015-01-31,245.24428571428572,245.49678571428575,244.96428571428564,245.25892857142853,30.563802349285712,7589.317797478509,245.1989737696428,8.321548222540695,-2.8606749947476064,-0.8335996515345041,370.199494526521
